original_path,destination_path,source_sha256,destination_sha256,role,disposition,reason,verification
"docs/validation/calibration-tf-recovery/fixed/track_map.yaml","src/rosy_control/docs/validation/calibration-tf-recovery/fixed/track_map.yaml","fb0268c24ba1fa6e190ff72edbce5090ab95cd3c7fc8aab35f9232b3424d28e9","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/calibration-tf-recovery/fixed/track_map_quality.json","src/rosy_control/docs/validation/calibration-tf-recovery/fixed/track_map_quality.json","76facda80489ec6130e13a89bb509df967f437e969e78245af8c9a1cfd71bc62","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/calibration-tf-recovery/fixed/track_result.json","src/rosy_control/docs/validation/calibration-tf-recovery/fixed/track_result.json","448a4fc216df6f9cd595a8895e0b1c077235e6b73f5677c45ab43c064a51783f","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/calibration-tf-recovery/fixed/track_samples.json","src/rosy_control/docs/validation/calibration-tf-recovery/fixed/track_samples.json","4df53f731b2ab2948d6a5c68f2b25c798648efc93b142e625c47f53933f395a1","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/calibration-tf-recovery/original/calibration.json","src/rosy_control/docs/validation/calibration-tf-recovery/original/calibration.json","0754c647e133f4bec34bac9afb30c8f4e0baa803aab298555f8af2fc9f2ad30d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/calibration-tf-recovery/original/calibration.log","src/rosy_control/docs/validation/calibration-tf-recovery/original/calibration.log","525e6260915a99220eeb9815d659bc1c80d12fb240c467ac5d13cdcabae642e5","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/calibration-tf-recovery/original/monitor.log","src/rosy_control/docs/validation/calibration-tf-recovery/original/monitor.log","fa0d2a4313d8d0450b91e3941a340c6f0f381fcdac6bf2d5f5e6ddf015d4cc4a","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/calibration-tf-recovery/original/run_manifest.json","src/rosy_control/docs/validation/calibration-tf-recovery/original/run_manifest.json","4743d74346f6e64d7f9e07128fcd126c11a1cb5f465fb1c3a8c5aa8c8fc8b69e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/calibration-tf-recovery/original/track_result.json","src/rosy_control/docs/validation/calibration-tf-recovery/original/track_result.json","87696d2a881e934ab862dd7774cd7458b72311e999af839b7ca588cbefedb76a","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/README.md","src/rosy_control/docs/validation/consolidation-2026-09-08/README.md","210ab5ed04206e44deb9582b337e8fb211b3ba7ffde029d1b11c00dbe59e1e87","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/acceptance.json","src/rosy_control/docs/validation/consolidation-2026-09-08/acceptance.json","04a330c4530258bf2ec4700dcda937f551000e39338f28c0db8fd3e98c8a199c","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/amcl.log","src/rosy_control/docs/validation/consolidation-2026-09-08/amcl.log","c41744422330179c029327386bd62a1ec007a801be9077e9053d0ee858e871a3","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/bridge.log","src/rosy_control/docs/validation/consolidation-2026-09-08/bridge.log","0e89eaaf3742d8b15bae76a6592ba033a8018618e0783e1ef2aab1598fe505f9","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/consolidation-build.log","src/rosy_control/docs/validation/consolidation-2026-09-08/consolidation-build.log","944f0c786162f39121c7d3d27f4063a474b393c33ce7884a481ab3cd7819fee9","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/consolidation-final-adapters.log","src/rosy_control/docs/validation/consolidation-2026-09-08/consolidation-final-adapters.log","b2dd20f17c710c6d61a7bbd988a39bfe4f976be892e040ede1cd60861774c195","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/consolidation-tests.log","src/rosy_control/docs/validation/consolidation-2026-09-08/consolidation-tests.log","e30a7a839ed2829acb22af60accdef479006790635a028ea5682cc5d049026b3","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/gazebo.log","src/rosy_control/docs/validation/consolidation-2026-09-08/gazebo.log","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/goal.log","src/rosy_control/docs/validation/consolidation-2026-09-08/goal.log","d5a1137c6e7a7373936096c46484c3c244698c71bfde5a23a14b8a48c24e5e62","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/lifecycle.log","src/rosy_control/docs/validation/consolidation-2026-09-08/lifecycle.log","eb1eb58e8ce27cdbbaba010333eccc1491bec22d62e512467edfa21e6d79a630","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/map.log","src/rosy_control/docs/validation/consolidation-2026-09-08/map.log","60594b59ad04077b44620387e6dc256bef0a26548666721fd4898af9d3cd95d6","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/monitor.log","src/rosy_control/docs/validation/consolidation-2026-09-08/monitor.log","942ce5962dc15731393c67f2cc24b7ff74e042edf173853152386deaff52fd37","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/rig.log","src/rosy_control/docs/validation/consolidation-2026-09-08/rig.log","afbb6b57ef3246f95cb5745c3ee2809c45612c87a4476663381e3e5bdfe31734","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/run_manifest.json","src/rosy_control/docs/validation/consolidation-2026-09-08/run_manifest.json","7550d2b91805b9384f52601dbf7564320a814166b71f10e11df9902603aefe3e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/safety.log","src/rosy_control/docs/validation/consolidation-2026-09-08/safety.log","b542fc03d23285158ca0d5776515f9048a61eb89d9a6273cadbc00b3049e44de","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/consolidation-2026-09-08/samples.jsonl","src/rosy_control/docs/validation/consolidation-2026-09-08/samples.jsonl","ba325a516ad12aba637d61256a5595bb1532af94a23c040ae2ba334a358763c3","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dashboard-operations/README.md","src/rosy_control/docs/validation/dashboard-operations/README.md","b5ea04ae910626297bb6f21a2692068ac55e2edea237fb6abdb9917ea4de68c2","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dashboard-operations/backend-tests.log","src/rosy_control/docs/validation/dashboard-operations/backend-tests.log","f8e1f899e8d515d69d76461dea43546bd225cfda6aabaf8e9cc5ad14df438d1a","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dashboard-operations/before.png","src/rosy_control/docs/validation/dashboard-operations/before.png","2c6e0e2df984ed9e88542b07ba5a46630d35eee1e24dfe4fd56d23b8772e311b","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dashboard-operations/browser-test.json","src/rosy_control/docs/validation/dashboard-operations/browser-test.json","358390a40f6d73dced7bf349827edeefbb5e146832a0e4ac71d1686c5e5d9e5f","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dashboard-operations/controls-after.png","src/rosy_control/docs/validation/dashboard-operations/controls-after.png","327dbe11221c46d96c5f4e8769732aa59b6cc0271ca12c930c3030e24f4b3aec","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dashboard-operations/desktop-after.png","src/rosy_control/docs/validation/dashboard-operations/desktop-after.png","786d4aaf5a10816e0cd521fa1a97495d09fabacbf660e47c6a2e6f1db8287667","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dashboard-operations/main-before.png","src/rosy_control/docs/validation/dashboard-operations/main-before.png","a8eb5347156dec521e67f14ad6e3f024a5d126167f82788024af264038435cd9","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dashboard-operations/mobile-after.png","src/rosy_control/docs/validation/dashboard-operations/mobile-after.png","73f173cad058f702593686d4328b5d0ac2730f667fd47c30831d092b5931bd87","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dashboard-operations/ros-events.json","src/rosy_control/docs/validation/dashboard-operations/ros-events.json","65b1fb0c5dd651cccf816c1dfcf247b9d92a94ce4e3ab453f321a658b6f7b0ad","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/README.md","src/rosy_control/docs/validation/detector-main-8e9cb78/README.md","6d72cd2e4e40e80e721d02b118fc14e2a6120ac166d537a69914b905310ff91d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/acceptance-live.json","src/rosy_control/docs/validation/detector-main-8e9cb78/acceptance-live.json","bb83fdae1a45b1ba3376fd429ddb57db0da3935f2327cdb5d1d9712c675e8d44","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/calibration.json","src/rosy_control/docs/validation/detector-main-8e9cb78/calibration.json","0754c647e133f4bec34bac9afb30c8f4e0baa803aab298555f8af2fc9f2ad30d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/calibration.log","src/rosy_control/docs/validation/detector-main-8e9cb78/calibration.log","525e6260915a99220eeb9815d659bc1c80d12fb240c467ac5d13cdcabae642e5","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/camera-last.png","src/rosy_control/docs/validation/detector-main-8e9cb78/camera-last.png","57cdd1c827a030e19241cb0269930d967886ac00be200b1558eb9e5719b2c4c0","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/camera-replay.json","src/rosy_control/docs/validation/detector-main-8e9cb78/camera-replay.json","e390ce2471cfaf361113d778d163805e1bdf3b94e9baa0b0c39725217fea2e67","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/camera.log","src/rosy_control/docs/validation/detector-main-8e9cb78/camera.log","5860db390fa7900619df21f48af84a241a5edc15f380f5809d1ab3d60e863b0f","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/monitor.log","src/rosy_control/docs/validation/detector-main-8e9cb78/monitor.log","fa0d2a4313d8d0450b91e3941a340c6f0f381fcdac6bf2d5f5e6ddf015d4cc4a","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/obstacle-scenario.log","src/rosy_control/docs/validation/detector-main-8e9cb78/obstacle-scenario.log","1be45b5c1247b6983e1ad6b63d4a61b5bf2cdff20948b615968738735969d6b9","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/run_manifest.json","src/rosy_control/docs/validation/detector-main-8e9cb78/run_manifest.json","4743d74346f6e64d7f9e07128fcd126c11a1cb5f465fb1c3a8c5aa8c8fc8b69e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/track_identity.json","src/rosy_control/docs/validation/detector-main-8e9cb78/track_identity.json","e4415da6b8217a504c4be8de96ec3387828f12c1dde3fbe4079b0564106dde3b","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/track_last_status.json","src/rosy_control/docs/validation/detector-main-8e9cb78/track_last_status.json","5907b9393b7a59d46de2cbafeadd766ed28c57844dd1f23ba487b82f7d0c5b13","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/track_map.npz","src/rosy_control/docs/validation/detector-main-8e9cb78/track_map.npz","fa259be76170bc8e7bd3054c4f70b762fc683cb4b3ebaee405be95607bc35eda","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/track_map.pgm","src/rosy_control/docs/validation/detector-main-8e9cb78/track_map.pgm","1064e3dad11417dbdf026a09ff326604c51f7db9fb18ab0f331fae75853d8b35","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/track_map.yaml","src/rosy_control/docs/validation/detector-main-8e9cb78/track_map.yaml","6118329191c03c1783db350dd38b2a6f6c531f1fb6bcab00ec81ce3354e34e0e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/track_map_audit.json","src/rosy_control/docs/validation/detector-main-8e9cb78/track_map_audit.json","10d32f215d09d7a2d4c0e3ecab454f459cd50386f0c5a42dd3784621a200c4ab","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/track_map_quality.json","src/rosy_control/docs/validation/detector-main-8e9cb78/track_map_quality.json","6b930939fa533d0bfd7302314c7741dfbf03396f7b390a102a74721ed368288b","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/track_result.json","src/rosy_control/docs/validation/detector-main-8e9cb78/track_result.json","87696d2a881e934ab862dd7774cd7458b72311e999af839b7ca588cbefedb76a","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/track_result.png","src/rosy_control/docs/validation/detector-main-8e9cb78/track_result.png","12cce5412dcf4c38c6c7aa3439e0ba40e03663f93c121d0a19ea8600a06507ee","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/track_samples.json","src/rosy_control/docs/validation/detector-main-8e9cb78/track_samples.json","a2f99b86dc3aa508995ee4d7df513610c6399d3f515f1268f03d93d7e32c39ea","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/detector-main-8e9cb78/wander.log","src/rosy_control/docs/validation/detector-main-8e9cb78/wander.log","ce6900d5ddd911da634d44239400aa59a300fe66d8d14dd5c0f5c827c4429bb8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/README.md","src/rosy_control/docs/validation/dynamic-obstacles/README.md","3ce075910a36177ed806b177bbf4855afefb638d8c142e1f669dc65a2e4080c1","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/baseline/run_manifest.json","src/rosy_control/docs/validation/dynamic-obstacles/baseline/run_manifest.json","d1af96b8d26e2e453b70759b80228708880fa28dc7e2401516ce69245023a836","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/baseline/track_identity.json","src/rosy_control/docs/validation/dynamic-obstacles/baseline/track_identity.json","e4415da6b8217a504c4be8de96ec3387828f12c1dde3fbe4079b0564106dde3b","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/baseline/track_map.npz","src/rosy_control/docs/validation/dynamic-obstacles/baseline/track_map.npz","ddb43cc6c96805b91aeb1feab75bb8571d8afe228ef8cb8a65e4475bce982040","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/baseline/track_map.pgm","src/rosy_control/docs/validation/dynamic-obstacles/baseline/track_map.pgm","4c110053d4b2e103bda80172d94a683231b033403bb5e8bc422a70ec46c6a4f0","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/baseline/track_map.yaml","src/rosy_control/docs/validation/dynamic-obstacles/baseline/track_map.yaml","809d4a8fdd5a750c8471e22695898599c60a4d5800c460598300dd92e876788d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/baseline/track_map_audit.json","src/rosy_control/docs/validation/dynamic-obstacles/baseline/track_map_audit.json","acad03fabc398929e11d2515d3e88b482a1c73355b0217372835b953899c2db0","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/baseline/track_result.json","src/rosy_control/docs/validation/dynamic-obstacles/baseline/track_result.json","ec2fb30516c5c6d33768e478f561b42e12f808a418fb3a5d7fe9c0cd1471677e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/baseline/track_result.png","src/rosy_control/docs/validation/dynamic-obstacles/baseline/track_result.png","6d9a217f8805f8559f59d904f756a60e2c88952b819861137f428c655b4e1c6b","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/baseline/track_samples.json","src/rosy_control/docs/validation/dynamic-obstacles/baseline/track_samples.json","e365a391462c3e11f38cd76e860e12625d7ee3ead29c6930c6f42ea8071e06ae","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/camera-latest.json","src/rosy_control/docs/validation/dynamic-obstacles/camera-latest.json","cdfaf5e354f4255c97d50e2048c83027d617142d9db827bf853c239bd33fc529","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/health-capture.json","src/rosy_control/docs/validation/dynamic-obstacles/corrected/health-capture.json","84ae4e1ed133d6cb682abb82c31df48cd5e2563e9ba960d7392af28c403ecb7d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/obstacle-audit.json","src/rosy_control/docs/validation/dynamic-obstacles/corrected/obstacle-audit.json","caf5f865a48f0b5c8cd1e2be4c72b0bbd8d1970b21eb9a9c6a7fab0640446dbc","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/obstacle-scenario.json.gz","src/rosy_control/docs/validation/dynamic-obstacles/corrected/obstacle-scenario.json.gz","67fefcb6c4d76a435bc3c9f7395adef837c6038c95de0283f6f780a54c17cc67","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/realtime-adjustment.txt","src/rosy_control/docs/validation/dynamic-obstacles/corrected/realtime-adjustment.txt","6c754381ea519210bfd7c52c95bef57ddb30bd0328c4eaab3e2c8fa3dd531c7d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/run_manifest.json","src/rosy_control/docs/validation/dynamic-obstacles/corrected/run_manifest.json","2a72862f0a724d1983319d3c36bbe80650a2545dfb89714cbfb1affcb41bc584","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/scan-capture.json","src/rosy_control/docs/validation/dynamic-obstacles/corrected/scan-capture.json","dbefe5e9c38c5e749d241fc524905072b2bd08051bb508d0ef2842db22b2ee95","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/track_identity.json","src/rosy_control/docs/validation/dynamic-obstacles/corrected/track_identity.json","e4415da6b8217a504c4be8de96ec3387828f12c1dde3fbe4079b0564106dde3b","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/track_last_status.json","src/rosy_control/docs/validation/dynamic-obstacles/corrected/track_last_status.json","80357a5ac0c98c2f8cbd7c5e2a37ca3fa7be3c686d544542e07f063be621c8d5","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/track_map.npz","src/rosy_control/docs/validation/dynamic-obstacles/corrected/track_map.npz","1740c32ac33c60807ce50cd6a626383117e8d1e8507f2672fcbb871b819e702a","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/track_map.pgm","src/rosy_control/docs/validation/dynamic-obstacles/corrected/track_map.pgm","9d9bf4703f257c89ed3733230dfb64c4a4003305f07079e1042e423c5a2a945d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/track_map.yaml","src/rosy_control/docs/validation/dynamic-obstacles/corrected/track_map.yaml","1eee0d26397528753e471aa8b8b241a14d9eedc40db2438aa9e8f8637ed8d9b0","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/track_map_quality.json","src/rosy_control/docs/validation/dynamic-obstacles/corrected/track_map_quality.json","088745d2c69e8cbd4ac458a7645a269d7bad31445a5a7ef80cebda80b71b2c85","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/track_result.json","src/rosy_control/docs/validation/dynamic-obstacles/corrected/track_result.json","d4847668c8722aca20b2640a154b3ae3a2cc1cae0b97ed04ac0b7137fd2bcbdb","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/track_result.png","src/rosy_control/docs/validation/dynamic-obstacles/corrected/track_result.png","fb0014de34790148435c73a27e11121771e31146d8744a2d67a5537dcbfde77e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/corrected/track_samples.json","src/rosy_control/docs/validation/dynamic-obstacles/corrected/track_samples.json","3293954840febfbd0912effeb998823c5bbb0113a6cca46e6d9eed81881bfc1e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/decision-events-before-tf-fix.json","src/rosy_control/docs/validation/dynamic-obstacles/decision-events-before-tf-fix.json","76120eaabf2808f57514518e32618e3e7212e83496d82a5e94b41cdc6d2a03e8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/decision-events-live.json","src/rosy_control/docs/validation/dynamic-obstacles/decision-events-live.json","445e379f578b60119cbb678f8848bbe83bf9fe9e7063ca63a32026c753898928","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/obstacle-audit.json","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/obstacle-audit.json","f1dfc6721590ca3f0e7abcb1f2320b85cbd55d60de1729ff4992017b3e4894bd","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/obstacle-scenario.json.gz","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/obstacle-scenario.json.gz","2a5b3e9ec06e519e71acaacf5903db3ace55c8d0f04b8e14856b92964bf7b401","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/run_manifest.json","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/run_manifest.json","85d292b26a6bd6782db61b3d96cf8aaf6d2afbb200bea0d28e25c250e89709c0","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/track_identity.json","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/track_identity.json","e4415da6b8217a504c4be8de96ec3387828f12c1dde3fbe4079b0564106dde3b","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/track_last_status.json","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/track_last_status.json","856792de33dc7d9a57583afabe40d48e661b11f2c2acebed8cb31b54872a47a8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/track_map.npz","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/track_map.npz","00a050053a50d7507532c7e5651e9370d7aeefcbec0d0ecab99c03f876bc0d83","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/track_map.pgm","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/track_map.pgm","9124923156e3563baac065e8727565d8ec089fdd58312793a6a8c520aa82a80e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/track_map.yaml","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/track_map.yaml","ba8081a9c69042031980c92bd0f9ebeaf34684f7a2b137c1eb55e940cf2c93b2","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/track_map_quality.json","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/track_map_quality.json","7046c5b2f27345d575fc809516ddb588642890523cb27602dcff8ea65f7d22e8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/track_result.json","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/track_result.json","293c955494df089f5cf9af9658a04515d246465b25674f5a96a86cd27c1ed9e4","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/dynamic-obstacles/diagnostic/track_result.png","src/rosy_control/docs/validation/dynamic-obstacles/diagnostic/track_result.png","57310521e0a93e6740c6de03d61d3f5fe753c3f6d35c59fb91c2633e4d7231c9","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
